,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,id,Текст,views.count,likes.count,reposts.count,type,link,post_id,parents_stack,Район,Street,Score,Numbers,initial_street,Toponims,full_street_name,location_options,addr_to_geocode,only_full_street_name,Location,geometry,other_geo_obj,geo_obj_tag,cats,probs
3019,4524,4524,3170,17316,2022-11-10 18:06:39,29429,Какие вы молодцы! Большое спасибо!❤️❤️❤️,,4,,comment,,29422.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.635
3020,4525,4525,3171,17317,2022-11-10 19:48:44,29435,"Ива ломкая, клён остролистный, все бабы дуры, а мужики козлы.",,0,,comment,,29422.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
3022,4527,4527,3173,17319,2022-11-11 22:02:19,29469,Спасибо),,2,,comment,,29422.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.257
3023,4528,4528,3174,17320,2022-11-14 09:09:50,29522,"А стыки сделанных дорожек с дорогами заасфальтировать планируется? Вроде везде сделали, а тут вроде как забыли.",,0,,comment,,29422.0,,Фрунзенский,,,,,,,,,,,,,,Транспорт,0.989
3027,4532,4532,3179,17325,2022-11-12 08:38:55,29472,"Не успели положить асфальт, как снова его срезают. Это норма? Теперь снова будете его укладывать? И когда будет убран срач у нашего дома? Или до весны оставите?",,0,,comment,,29402.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.997
3030,4535,4535,3183,17329,2022-11-09 13:24:00,29389,Дождались,,1,,comment,,29364.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.997
3033,4538,4538,3186,17332,2022-11-09 17:45:03,29401,Это просто праздник👍,,1,,comment,,29364.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.727
3034,4539,4539,3187,17333,2022-11-09 22:24:08,29408,Какое счастье 👏🏻👏🏻👏🏻спасибо !!,,1,,comment,,29364.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.84
3035,4540,4540,3188,17334,2022-11-08 15:44:34,29340,🫶,,0,,comment,,29339.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.727
3036,4541,4541,3189,17335,2022-11-09 11:09:45,29370,"Скажите, это только для жителей МО 72?",,0,,comment,,29339.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.461
3039,4544,4544,3192,17338,2022-11-09 13:32:57,29391,"Добрый вечер, подскажите надо записываться или нет?",,0,,comment,,29339.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.31
3041,4546,4546,3194,17340,2022-11-11 12:37:59,29450,"Добрый день! Регистрация уже закрыта, есть ли лист ожидания? Или будет ли повторение?",,1,,comment,,29339.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.924
3045,4550,4550,3198,17344,2022-11-07 11:58:15,29325,"Ну как же здорово! Как повезло жителям МО72 - такие полезные мероприятия постоянно устраивают. А мы живём через дорогу от вас, но у нас ничего подобного не заметила(",,3,,comment,,29324.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.686
3046,4551,4551,3199,17345,2022-11-07 08:22:06,29316,Большое спасибо очень понравилось,,3,,comment,,29315.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.995
3047,4552,4552,3200,17346,2022-11-07 08:30:29,29317,"Спасибо, было очень интересно",,3,,comment,,29315.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.804
3048,4553,4553,3201,17347,2022-11-07 09:13:03,29318,Большое спасибо за такую возможность.,,3,,comment,,29315.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.769
3049,4554,4554,3202,17348,2022-11-07 10:13:35,29320,"Огромное спасибо, было очень интересно.",,3,,comment,,29315.0,,Фрунзенский,,,,,,,,,,,,,,Транспорт,0.948
3050,4555,4555,3203,17349,2022-11-07 10:35:45,29322,Спасибо большое.Детям понравилось,,2,,comment,,29315.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.965
3051,4556,4556,3204,17350,2022-11-09 14:10:02,29393,Летом было 2 раза в месяц бесплатные дни,,0,,comment,,29315.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.904
3052,4557,4557,3205,17351,2022-11-09 14:16:02,29394,"Была 9 мая, сразу после открытия. Лично знакома с создателем со времён его первой Панорамы в Гавани😎",,0,,comment,,29315.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.999
3053,4558,4558,3206,17352,2022-11-07 10:11:22,29319,"Солидно получилось, здорово!",,1,,comment,,29314.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.302
3054,4559,4559,3207,17353,2022-11-07 10:14:18,29321,Молодцы!,,1,,comment,,29314.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.99
3055,4560,4560,3208,17354,2022-11-08 09:18:08,29336,Отлично 👍,,0,,comment,,29314.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.99
3056,4561,4561,3209,17355,2022-11-08 16:45:46,29341,А бордюра не будет? Без него совсем вид недоделанной работы.,,0,,comment,,29314.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.982
3058,4563,4563,3211,17357,2022-11-08 23:47:58,29344,нахрена вы к военкомату дорогу прокладывали?,,0,,comment,,29314.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.985
3060,4565,4565,3213,17359,2022-11-04 14:37:25,29299,Было очень интересно.Спасибо большое 👏,,0,,comment,,29298.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.929
3062,4567,4567,3215,17361,2022-11-03 17:48:46,29285,"Как получить билет, если информация о событии пришла в нерабочее время? А с 4 ноября -выходные дни.",,0,,comment,,29282.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.99
3066,4571,4571,3219,17365,2022-11-03 14:45:46,29280,"Ждем с нетерпением, наконец-то благоустроят этот затерянный во времени уголок 1960х 😄",,3,,comment,,29275.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.991
3067,4572,4572,3220,17366,2022-11-05 00:27:13,29304,Убогонько,,0,,comment,,29275.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.999
3070,4575,4575,3223,17369,2022-11-05 10:16:04,29308,🤘,,1,,comment,,29275.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.42
3071,4576,4576,3224,17370,2022-11-03 13:53:47,29277,"Подскажите пожалуйста, какие гаражи можно сносить?В нашем Мо Балканский  есть бесхозные,на первый взгляд,гаражи.",,0,,comment,,29267.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.568
3075,4580,4580,3228,17374,2022-11-04 07:12:06,29292,"На этом фото груды мусора, привезённого после сноса ларька. Всё знают кто, где и когда! Мусор лежит уже три месяца! МО подскажите как на это можно повлиять?",,0,,comment,,29267.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.993
3078,4583,4583,3231,17377,2022-11-04 08:22:49,29295,На ул. Фарфоровский пост мусор после сноса гаража лежал больше года. Чем свалка мусора лучше гаража? почему снос и вывоз не могут быть произведены одновременно?,,0,,comment,,29267.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.521
